Data,Categoria,Produto,Quantidade,Preco_Unitario,Receita
2025-04-26,Alimentos,Snack,5,781.31,3906.55
2025-04-26,Eletrônicos,Fone de Ouvido,4,592.5,2370.0
2025-04-26,Vestuário,Calça Jeans,2,52.05,104.1
2025-04-26,Casa e Decoração,Luminária,3,758.11,2274.33
2025-04-26,Esportes,Bicicleta,3,340.09,1020.27
2025-04-26,Eletrônicos,Smart TV,2,622.24,1244.48
2025-04-27,Casa e Decoração,Tapete,2,659.13,1318.26
2025-04-27,Vestuário,Tênis,5,776.35,3881.75
2025-04-27,Casa e Decoração,Almofada,1,145.71,145.71
2025-04-27,Esportes,Tênis Esportivo,1,313.45,313.45
2025-04-27,Alimentos,Snack,1,363.83,363.83
2025-04-27,Vestuário,Tênis,4,700.64,2802.56
2025-04-28,Esportes,Tênis Esportivo,1,744.75,744.75
2025-04-28,Esportes,Tênis Esportivo,4,194.04,776.16
2025-04-28,Vestuário,Camiseta,2,540.47,1080.94
2025-04-28,Eletrônicos,Smart TV,5,234.75,1173.75
2025-04-28,Alimentos,Café,2,354.72,709.44
2025-04-28,Alimentos,Snack,2,683.96,1367.92
2025-04-28,Vestuário,Jaqueta,2,546.87,1093.74
2025-04-28,Casa e Decoração,Tapete,5,159.8,799.0
2025-04-28,Vestuário,Camiseta,4,93.4,373.6
2025-04-29,Vestuário,Calça Jeans,2,482.97,965.94
2025-04-29,Esportes,Bicicleta,4,595.17,2380.68
2025-04-29,Eletrônicos,Smart TV,5,63.98,319.9
2025-04-30,Alimentos,Chocolate,1,395.55,395.55
2025-04-30,Esportes,Tênis Esportivo,1,238.95,238.95
2025-04-30,Esportes,Tênis Esportivo,1,234.02,234.02
2025-04-30,Alimentos,Chocolate,5,472.86,2364.3
2025-04-30,Vestuário,Jaqueta,5,574.74,2873.7
2025-05-01,Casa e Decoração,Almofada,1,254.25,254.25
2025-05-02,Vestuário,Tênis,3,159.73,479.19
2025-05-02,Vestuário,Jaqueta,4,471.98,1887.92
2025-05-02,Casa e Decoração,Vaso,2,319.79,639.58
2025-05-02,Casa e Decoração,Vaso,5,358.97,1794.85
2025-05-02,Alimentos,Snack,4,599.26,2397.04
2025-05-02,Eletrônicos,Smart TV,1,442.05,442.05
2025-05-02,Eletrônicos,Fone de Ouvido,2,203.23,406.46
2025-05-03,Eletrônicos,Smart TV,5,124.66,623.3
2025-05-03,Vestuário,Camiseta,5,101.85,509.25
2025-05-04,Eletrônicos,Notebook,4,240.79,963.16
2025-05-04,Eletrônicos,Smart TV,5,342.47,1712.35
2025-05-04,Casa e Decoração,Vaso,3,512.23,1536.69
2025-05-04,Alimentos,Café,2,433.09,866.18
2025-05-05,Alimentos,Café,2,398.78,797.56
2025-05-05,Vestuário,Calça Jeans,1,44.32,44.32
2025-05-05,Casa e Decoração,Tapete,5,380.66,1903.3
2025-05-05,Esportes,Halteres,4,180.25,721.0
2025-05-06,Esportes,Halteres,4,646.48,2585.92
2025-05-06,Vestuário,Camiseta,4,366.51,1466.04
2025-05-06,Alimentos,Café,1,546.54,546.54
2025-05-06,Alimentos,Bebida,2,707.11,1414.22
2025-05-06,Alimentos,Snack,3,74.55,223.65
2025-05-06,Alimentos,Chocolate,1,263.12,263.12
2025-05-07,Alimentos,Bebida,3,237.39,712.17
2025-05-07,Esportes,Bola,4,587.94,2351.76
2025-05-07,Casa e Decoração,Luminária,5,110.0,550.0
2025-05-07,Vestuário,Tênis,2,601.76,1203.52
2025-05-07,Esportes,Halteres,1,256.69,256.69
2025-05-07,Eletrônicos,Smart TV,5,60.68,303.4
2025-05-08,Casa e Decoração,Almofada,4,360.02,1440.08
2025-05-08,Alimentos,Café,1,580.56,580.56
2025-05-09,Eletrônicos,Smartphone,5,689.75,3448.75
2025-05-09,Casa e Decoração,Vaso,4,363.0,1452.0
2025-05-09,Eletrônicos,Notebook,1,302.67,302.67
2025-05-09,Casa e Decoração,Vaso,3,666.33,1998.99
2025-05-09,Vestuário,Jaqueta,3,22.13,66.39
2025-05-09,Eletrônicos,Notebook,2,64.07,128.14
2025-05-09,Alimentos,Chocolate,2,335.89,671.78
2025-05-10,Casa e Decoração,Vaso,5,234.3,1171.5
2025-05-10,Casa e Decoração,Luminária,1,796.45,796.45
2025-05-10,Casa e Decoração,Luminária,3,229.51,688.53
2025-05-10,Alimentos,Snack,3,559.75,1679.25
2025-05-10,Casa e Decoração,Tapete,5,748.62,3743.1
2025-05-10,Casa e Decoração,Vaso,3,751.89,2255.67
2025-05-10,Eletrônicos,Notebook,2,466.42,932.84
2025-05-11,Eletrônicos,Notebook,2,200.25,400.5
2025-05-11,Casa e Decoração,Vaso,1,518.99,518.99
2025-05-11,Casa e Decoração,Vaso,2,206.81,413.62
2025-05-11,Eletrônicos,Smart TV,1,661.02,661.02
2025-05-11,Esportes,Bicicleta,5,368.64,1843.2
2025-05-12,Esportes,Bicicleta,2,600.89,1201.78
2025-05-12,Vestuário,Tênis,2,175.67,351.34
2025-05-12,Vestuário,Jaqueta,4,472.76,1891.04
2025-05-12,Esportes,Halteres,4,627.61,2510.44
2025-05-14,Esportes,Bola,1,595.14,595.14
2025-05-14,Casa e Decoração,Luminária,1,286.01,286.01
2025-05-14,Vestuário,Camiseta,1,26.44,26.44
2025-05-14,Casa e Decoração,Vaso,4,161.46,645.84
2025-05-14,Esportes,Halteres,4,108.71,434.84
2025-05-14,Casa e Decoração,Vaso,1,187.01,187.01
2025-05-15,Alimentos,Café,1,440.89,440.89
2025-05-16,Eletrônicos,Fone de Ouvido,1,499.47,499.47
2025-05-16,Alimentos,Snack,1,573.4,573.4
2025-05-16,Casa e Decoração,Tapete,5,109.07,545.35
2025-05-16,Eletrônicos,Notebook,2,538.87,1077.74
2025-05-17,Casa e Decoração,Almofada,1,141.93,141.93
2025-05-17,Vestuário,Tênis,3,67.2,201.6
2025-05-17,Vestuário,Jaqueta,4,782.16,3128.64
2025-05-17,Eletrônicos,Smart TV,3,606.68,1820.04
2025-05-17,Esportes,Tênis Esportivo,4,295.27,1181.08
2025-05-18,Vestuário,Calça Jeans,4,537.31,2149.24
2025-05-18,Casa e Decoração,Almofada,5,499.54,2497.7
2025-05-18,Eletrônicos,Fone de Ouvido,5,102.3,511.5
2025-05-18,Eletrônicos,Smartphone,1,217.72,217.72
2025-05-18,Vestuário,Jaqueta,4,639.08,2556.32
2025-05-19,Alimentos,Snack,1,114.12,114.12
2025-05-19,Esportes,Tênis Esportivo,1,645.78,645.78
2025-05-20,Eletrônicos,Smartphone,2,277.54,555.08
2025-05-20,Esportes,Tênis Esportivo,1,297.64,297.64
2025-05-20,Alimentos,Snack,5,430.83,2154.15
2025-05-21,Esportes,Halteres,1,238.36,238.36
2025-05-22,Esportes,Halteres,5,468.09,2340.45
2025-05-22,Vestuário,Tênis,2,198.38,396.76
2025-05-22,Eletrônicos,Notebook,2,783.95,1567.9
2025-05-23,Vestuário,Calça Jeans,4,97.09,388.36
2025-05-23,Casa e Decoração,Almofada,4,178.68,714.72
2025-05-23,Eletrônicos,Notebook,1,721.17,721.17
2025-05-23,Casa e Decoração,Luminária,2,359.2,718.4
2025-05-23,Esportes,Bola,3,205.17,615.51
2025-05-23,Esportes,Tênis Esportivo,2,343.75,687.5
2025-05-23,Eletrônicos,Fone de Ouvido,2,539.83,1079.66
2025-05-23,Alimentos,Chocolate,5,569.68,2848.4
2025-05-24,Vestuário,Tênis,5,379.4,1897.0
2025-05-24,Alimentos,Chocolate,1,623.79,623.79
2025-05-24,Vestuário,Tênis,2,328.93,657.86
2025-05-24,Eletrônicos,Smartphone,4,562.36,2249.44
2025-05-25,Alimentos,Chocolate,3,82.04,246.12
2025-05-25,Esportes,Tênis Esportivo,1,163.2,163.2
2025-05-25,Esportes,Bola,3,678.15,2034.45
2025-05-25,Eletrônicos,Fone de Ouvido,2,660.57,1321.14
2025-05-25,Alimentos,Café,1,328.25,328.25
2025-05-25,Vestuário,Camiseta,5,525.9,2629.5
2025-05-26,Casa e Decoração,Vaso,5,127.62,638.1
2025-05-26,Alimentos,Bebida,1,56.1,56.1
2025-05-26,Vestuário,Jaqueta,2,437.64,875.28
2025-05-27,Alimentos,Café,2,581.88,1163.76
2025-05-27,Eletrônicos,Smart TV,5,688.69,3443.45
2025-05-28,Casa e Decoração,Vaso,5,660.89,3304.45
2025-05-28,Eletrônicos,Smart TV,4,97.89,391.56
2025-05-29,Casa e Decoração,Vaso,1,713.82,713.82
2025-05-29,Eletrônicos,Smart TV,1,660.66,660.66
2025-05-29,Eletrônicos,Fone de Ouvido,5,558.44,2792.2
2025-05-29,Alimentos,Chocolate,4,268.97,1075.88
2025-05-29,Esportes,Tênis Esportivo,5,783.04,3915.2
2025-05-29,Alimentos,Bebida,2,674.13,1348.26
2025-05-29,Eletrônicos,Notebook,1,176.38,176.38
2025-05-29,Eletrônicos,Smart TV,3,154.55,463.65
2025-05-29,Esportes,Halteres,4,187.88,751.52
2025-05-30,Esportes,Tênis Esportivo,4,682.89,2731.56
2025-05-30,Alimentos,Café,4,48.89,195.56
2025-05-31,Alimentos,Bebida,5,788.86,3944.3
2025-05-31,Alimentos,Chocolate,4,588.73,2354.92
2025-05-31,Esportes,Tênis Esportivo,2,201.16,402.32
2025-05-31,Alimentos,Chocolate,2,740.4,1480.8
2025-05-31,Vestuário,Jaqueta,4,152.34,609.36
2025-06-01,Alimentos,Bebida,1,637.81,637.81
2025-06-01,Eletrônicos,Notebook,4,593.94,2375.76
2025-06-01,Esportes,Halteres,1,226.88,226.88
2025-06-02,Vestuário,Tênis,5,23.63,118.15
2025-06-02,Eletrônicos,Smartphone,4,209.32,837.28
2025-06-02,Eletrônicos,Notebook,1,100.93,100.93
2025-06-03,Vestuário,Camiseta,5,557.61,2788.05
2025-06-03,Vestuário,Camiseta,1,73.98,73.98
2025-06-03,Vestuário,Camiseta,4,162.76,651.04
2025-06-03,Esportes,Bicicleta,5,279.42,1397.1
2025-06-03,Vestuário,Calça Jeans,1,602.66,602.66
2025-06-03,Vestuário,Calça Jeans,2,556.23,1112.46
2025-06-03,Alimentos,Chocolate,3,319.57,958.71
2025-06-04,Esportes,Bicicleta,1,797.83,797.83
2025-06-04,Casa e Decoração,Almofada,3,83.38,250.14
2025-06-04,Vestuário,Calça Jeans,3,122.72,368.16
2025-06-05,Vestuário,Calça Jeans,1,203.3,203.3
2025-06-05,Eletrônicos,Smart TV,4,793.52,3174.08
2025-06-05,Vestuário,Jaqueta,3,51.15,153.45
2025-06-06,Eletrônicos,Notebook,5,210.06,1050.3
2025-06-06,Casa e Decoração,Tapete,3,516.11,1548.33
2025-06-06,Esportes,Bola,4,581.97,2327.88
2025-06-07,Alimentos,Chocolate,4,733.89,2935.56
2025-06-07,Vestuário,Calça Jeans,3,635.17,1905.51
2025-06-08,Alimentos,Café,5,694.89,3474.45
2025-06-08,Casa e Decoração,Luminária,5,96.39,481.95
2025-06-09,Casa e Decoração,Vaso,1,454.32,454.32
2025-06-09,Vestuário,Camiseta,2,337.93,675.86
2025-06-09,Vestuário,Camiseta,2,190.72,381.44
2025-06-09,Eletrônicos,Smart TV,4,470.0,1880.0
2025-06-09,Alimentos,Chocolate,5,190.7,953.5
2025-06-10,Casa e Decoração,Vaso,1,379.23,379.23
2025-06-10,Vestuário,Camiseta,4,343.12,1372.48
2025-06-10,Alimentos,Bebida,2,452.09,904.18
2025-06-11,Eletrônicos,Notebook,3,508.32,1524.96
2025-06-11,Alimentos,Snack,1,412.42,412.42
2025-06-11,Casa e Decoração,Almofada,4,674.23,2696.92
2025-06-11,Eletrônicos,Smartphone,4,259.14,1036.56
2025-06-11,Esportes,Tênis Esportivo,5,669.42,3347.1
2025-06-12,Esportes,Bola,4,574.06,2296.24
2025-06-12,Esportes,Bola,1,622.18,622.18
2025-06-12,Alimentos,Chocolate,2,665.35,1330.7
2025-06-13,Casa e Decoração,Tapete,2,487.48,974.96
2025-06-13,Esportes,Bicicleta,3,708.71,2126.13
2025-06-13,Alimentos,Chocolate,4,798.23,3192.92
2025-06-13,Esportes,Tênis Esportivo,2,437.16,874.32
2025-06-13,Casa e Decoração,Luminária,3,214.1,642.3
2025-06-13,Eletrônicos,Fone de Ouvido,2,116.94,233.88
2025-06-15,Eletrônicos,Smartphone,3,760.12,2280.36
2025-06-15,Esportes,Bola,1,289.45,289.45
2025-06-15,Eletrônicos,Smart TV,4,248.9,995.6
2025-06-15,Esportes,Bola,3,244.73,734.19
2025-06-16,Casa e Decoração,Almofada,5,631.12,3155.6
2025-06-16,Alimentos,Chocolate,4,463.95,1855.8
2025-06-16,Esportes,Tênis Esportivo,1,230.15,230.15
2025-06-16,Casa e Decoração,Vaso,1,272.39,272.39
2025-06-17,Esportes,Bola,4,195.88,783.52
2025-06-17,Alimentos,Café,1,257.44,257.44
2025-06-17,Vestuário,Tênis,2,453.01,906.02
2025-06-17,Vestuário,Jaqueta,4,230.06,920.24
2025-06-18,Casa e Decoração,Tapete,4,795.93,3183.72
2025-06-18,Eletrônicos,Smartphone,2,267.94,535.88
2025-06-18,Alimentos,Café,4,696.38,2785.52
2025-06-19,Vestuário,Tênis,5,86.74,433.7
2025-06-19,Eletrônicos,Smartphone,3,627.71,1883.13
2025-06-19,Casa e Decoração,Almofada,3,712.4,2137.2
2025-06-19,Casa e Decoração,Vaso,2,419.03,838.06
2025-06-20,Eletrônicos,Smart TV,2,422.44,844.88
2025-06-20,Alimentos,Bebida,1,579.19,579.19
2025-06-20,Esportes,Bola,1,414.06,414.06
2025-06-20,Eletrônicos,Notebook,2,546.75,1093.5
2025-06-21,Eletrônicos,Fone de Ouvido,3,546.17,1638.51
2025-06-21,Eletrônicos,Notebook,5,427.31,2136.55
2025-06-21,Eletrônicos,Fone de Ouvido,3,472.03,1416.09
2025-06-22,Casa e Decoração,Luminária,5,600.5,3002.5
2025-06-22,Esportes,Tênis Esportivo,4,463.61,1854.44
2025-06-22,Vestuário,Camiseta,5,94.24,471.2
2025-06-22,Eletrônicos,Smartphone,5,315.76,1578.8
2025-06-22,Vestuário,Jaqueta,3,17.03,51.09
2025-06-22,Esportes,Bicicleta,3,631.29,1893.87
2025-06-22,Casa e Decoração,Almofada,2,269.09,538.18
2025-06-22,Casa e Decoração,Almofada,3,223.69,671.07
2025-06-23,Alimentos,Chocolate,1,213.89,213.89
2025-06-23,Eletrônicos,Fone de Ouvido,2,144.39,288.78
2025-06-24,Vestuário,Calça Jeans,4,392.65,1570.6
2025-06-24,Vestuário,Camiseta,2,308.82,617.64
2025-06-25,Alimentos,Bebida,4,271.41,1085.64
2025-06-25,Vestuário,Jaqueta,5,387.26,1936.3
2025-06-26,Vestuário,Calça Jeans,1,265.11,265.11
2025-06-26,Eletrônicos,Smartphone,2,395.49,790.98
2025-06-26,Casa e Decoração,Tapete,5,106.08,530.4
2025-06-27,Vestuário,Tênis,4,545.97,2183.88
2025-06-27,Vestuário,Calça Jeans,1,135.81,135.81
2025-06-27,Vestuário,Camiseta,2,792.12,1584.24
2025-06-27,Casa e Decoração,Luminária,4,281.47,1125.88
2025-06-27,Casa e Decoração,Almofada,1,256.68,256.68
2025-06-27,Alimentos,Bebida,3,81.18,243.54
2025-06-28,Casa e Decoração,Tapete,4,96.82,387.28
2025-06-28,Eletrônicos,Smart TV,5,414.23,2071.15
2025-06-28,Alimentos,Café,4,318.09,1272.36
2025-06-28,Casa e Decoração,Vaso,4,191.07,764.28
2025-06-28,Casa e Decoração,Luminária,3,634.44,1903.32
2025-06-29,Eletrônicos,Smart TV,3,643.77,1931.31
2025-06-29,Vestuário,Camiseta,3,368.53,1105.59
2025-06-29,Casa e Decoração,Almofada,5,586.11,2930.55
2025-06-29,Esportes,Tênis Esportivo,1,766.4,766.4
2025-06-30,Casa e Decoração,Luminária,3,49.33,147.99
2025-06-30,Casa e Decoração,Tapete,2,68.58,137.16
2025-06-30,Casa e Decoração,Luminária,1,753.3,753.3
2025-06-30,Casa e Decoração,Tapete,5,44.49,222.45
2025-06-30,Casa e Decoração,Tapete,2,310.99,621.98
2025-06-30,Vestuário,Jaqueta,1,109.36,109.36
2025-06-30,Vestuário,Tênis,3,605.88,1817.64
2025-06-30,Esportes,Halteres,5,733.35,3666.75
2025-06-30,Alimentos,Chocolate,4,680.11,2720.44
2025-06-30,Casa e Decoração,Tapete,4,519.61,2078.44
2025-07-01,Esportes,Tênis Esportivo,2,25.21,50.42
2025-07-01,Eletrônicos,Notebook,3,479.15,1437.45
2025-07-01,Alimentos,Café,1,272.03,272.03
2025-07-01,Esportes,Bicicleta,5,187.95,939.75
2025-07-02,Eletrônicos,Fone de Ouvido,1,84.55,84.55
2025-07-02,Casa e Decoração,Vaso,2,686.61,1373.22
2025-07-02,Esportes,Bicicleta,1,202.02,202.02
2025-07-02,Esportes,Halteres,2,434.63,869.26
2025-07-02,Casa e Decoração,Tapete,1,437.65,437.65
2025-07-03,Casa e Decoração,Tapete,5,365.67,1828.35
2025-07-03,Alimentos,Snack,1,681.05,681.05
2025-07-03,Eletrônicos,Fone de Ouvido,3,419.46,1258.38
2025-07-03,Alimentos,Chocolate,4,664.61,2658.44
2025-07-04,Alimentos,Snack,4,788.11,3152.44
2025-07-04,Casa e Decoração,Luminária,5,573.26,2866.3
2025-07-05,Vestuário,Camiseta,3,711.85,2135.55
2025-07-05,Esportes,Halteres,2,54.52,109.04
2025-07-05,Eletrônicos,Smart TV,3,169.56,508.68
2025-07-06,Casa e Decoração,Almofada,3,186.69,560.07
2025-07-06,Esportes,Bicicleta,5,662.95,3314.75
2025-07-06,Vestuário,Tênis,1,633.09,633.09
2025-07-07,Vestuário,Calça Jeans,1,145.37,145.37
2025-07-07,Casa e Decoração,Almofada,1,247.57,247.57
2025-07-07,Vestuário,Calça Jeans,3,583.99,1751.97
2025-07-07,Vestuário,Tênis,4,435.0,1740.0
2025-07-07,Alimentos,Café,3,108.86,326.58
2025-07-07,Eletrônicos,Smart TV,5,317.3,1586.5
2025-07-07,Casa e Decoração,Tapete,1,514.65,514.65
2025-07-07,Eletrônicos,Fone de Ouvido,1,556.65,556.65
2025-07-07,Esportes,Bicicleta,3,283.52,850.56
2025-07-08,Vestuário,Jaqueta,2,101.4,202.8
2025-07-08,Vestuário,Calça Jeans,4,327.4,1309.6
2025-07-08,Eletrônicos,Smart TV,3,53.64,160.92
2025-07-09,Alimentos,Snack,3,346.7,1040.1
2025-07-09,Vestuário,Tênis,2,419.81,839.62
2025-07-09,Casa e Decoração,Almofada,2,147.04,294.08
2025-07-09,Esportes,Bicicleta,4,459.11,1836.44
2025-07-10,Casa e Decoração,Almofada,1,696.85,696.85
2025-07-10,Alimentos,Snack,5,88.6,443.0
2025-07-10,Vestuário,Calça Jeans,4,752.51,3010.04
2025-07-10,Esportes,Halteres,5,398.27,1991.35
2025-07-10,Vestuário,Calça Jeans,2,661.49,1322.98
2025-07-10,Alimentos,Chocolate,2,65.43,130.86
2025-07-11,Eletrônicos,Smart TV,1,755.12,755.12
2025-07-11,Esportes,Bola,3,211.23,633.69
2025-07-11,Alimentos,Chocolate,3,368.72,1106.16
2025-07-11,Vestuário,Jaqueta,1,326.66,326.66
2025-07-12,Eletrônicos,Smartphone,2,548.45,1096.9
2025-07-12,Vestuário,Tênis,3,684.15,2052.45
2025-07-13,Vestuário,Calça Jeans,4,420.55,1682.2
2025-07-14,Eletrônicos,Smartphone,2,692.42,1384.84
2025-07-14,Casa e Decoração,Vaso,5,285.98,1429.9
2025-07-14,Eletrônicos,Smartphone,4,42.81,171.24
2025-07-14,Vestuário,Jaqueta,1,20.4,20.4
2025-07-14,Esportes,Bola,5,208.58,1042.9
2025-07-15,Vestuário,Tênis,1,787.45,787.45
2025-07-15,Vestuário,Tênis,4,526.59,2106.36
2025-07-15,Esportes,Halteres,4,337.91,1351.64
2025-07-16,Alimentos,Chocolate,4,613.34,2453.36
2025-07-16,Alimentos,Snack,4,425.81,1703.24
2025-07-16,Casa e Decoração,Vaso,5,193.4,967.0
2025-07-16,Eletrônicos,Smartphone,2,747.19,1494.38
2025-07-16,Alimentos,Café,3,362.8,1088.4
2025-07-16,Vestuário,Camiseta,2,15.18,30.36
2025-07-16,Esportes,Bola,2,321.62,643.24
2025-07-17,Casa e Decoração,Vaso,3,553.44,1660.32
2025-07-17,Esportes,Halteres,1,299.48,299.48
2025-07-17,Alimentos,Bebida,2,777.35,1554.7
2025-07-17,Casa e Decoração,Tapete,3,305.18,915.54
2025-07-17,Eletrônicos,Smartphone,1,522.63,522.63
2025-07-17,Alimentos,Café,5,558.56,2792.8
2025-07-18,Casa e Decoração,Vaso,3,330.24,990.72
2025-07-18,Alimentos,Café,4,40.53,162.12
2025-07-18,Eletrônicos,Notebook,3,143.39,430.17
2025-07-18,Esportes,Bicicleta,4,445.57,1782.28
2025-07-18,Casa e Decoração,Almofada,1,327.09,327.09
2025-07-19,Alimentos,Snack,2,209.39,418.78
2025-07-19,Esportes,Halteres,5,235.86,1179.3
2025-07-19,Vestuário,Calça Jeans,3,390.62,1171.86
2025-07-20,Casa e Decoração,Vaso,3,531.59,1594.77
2025-07-20,Eletrônicos,Smart TV,3,496.68,1490.04
2025-07-20,Esportes,Tênis Esportivo,1,316.47,316.47
2025-07-21,Alimentos,Snack,5,71.68,358.4
2025-07-21,Casa e Decoração,Luminária,4,20.27,81.08
2025-07-21,Vestuário,Jaqueta,1,204.25,204.25
2025-07-21,Casa e Decoração,Almofada,2,707.13,1414.26
2025-07-22,Alimentos,Café,5,335.2,1676.0
2025-07-23,Vestuário,Jaqueta,4,195.8,783.2
2025-07-23,Casa e Decoração,Almofada,5,436.81,2184.05
2025-07-23,Eletrônicos,Smart TV,3,574.44,1723.32
2025-07-24,Alimentos,Café,4,699.19,2796.76
2025-07-24,Casa e Decoração,Tapete,4,60.41,241.64
2025-07-24,Alimentos,Bebida,5,208.3,1041.5
2025-07-25,Vestuário,Jaqueta,5,616.2,3081.0
2025-07-25,Casa e Decoração,Tapete,2,510.99,1021.98
2025-07-25,Eletrônicos,Fone de Ouvido,4,666.07,2664.28
2025-07-25,Alimentos,Chocolate,2,167.5,335.0
2025-07-25,Casa e Decoração,Luminária,4,789.5,3158.0
2025-07-26,Esportes,Bola,3,555.58,1666.74
2025-07-26,Eletrônicos,Fone de Ouvido,4,151.74,606.96
2025-07-26,Eletrônicos,Smartphone,3,668.66,2005.98
2025-07-26,Casa e Decoração,Tapete,5,41.84,209.2
2025-07-27,Eletrônicos,Smart TV,4,583.81,2335.24
2025-07-27,Vestuário,Tênis,4,144.43,577.72
2025-07-27,Eletrônicos,Notebook,2,148.36,296.72
2025-07-27,Alimentos,Bebida,4,160.64,642.56
2025-07-27,Casa e Decoração,Almofada,5,105.39,526.95
2025-07-28,Esportes,Tênis Esportivo,1,482.36,482.36
2025-07-28,Alimentos,Café,4,570.01,2280.04
2025-07-28,Alimentos,Café,1,272.62,272.62
2025-07-28,Eletrônicos,Smart TV,2,512.28,1024.56
2025-07-28,Eletrônicos,Fone de Ouvido,4,203.12,812.48
2025-07-28,Alimentos,Bebida,5,785.27,3926.35
2025-07-29,Alimentos,Café,3,15.15,45.45
2025-07-29,Alimentos,Chocolate,3,369.99,1109.97
2025-07-29,Eletrônicos,Smart TV,5,498.45,2492.25
2025-07-30,Alimentos,Bebida,3,515.65,1546.95
2025-07-30,Esportes,Bola,5,311.51,1557.55
2025-07-30,Alimentos,Chocolate,2,283.4,566.8
2025-07-30,Esportes,Halteres,2,20.8,41.6
2025-07-30,Esportes,Halteres,2,570.53,1141.06
2025-07-30,Esportes,Halteres,1,402.22,402.22
2025-07-30,Vestuário,Calça Jeans,3,436.97,1310.91
2025-07-31,Esportes,Halteres,1,646.22,646.22
2025-07-31,Esportes,Halteres,5,119.55,597.75
2025-07-31,Esportes,Tênis Esportivo,1,503.76,503.76
2025-08-01,Casa e Decoração,Vaso,3,711.24,2133.72
2025-08-01,Vestuário,Camiseta,4,508.58,2034.32
2025-08-01,Esportes,Bola,3,537.18,1611.54
2025-08-02,Eletrônicos,Notebook,4,760.13,3040.52
2025-08-02,Eletrônicos,Fone de Ouvido,1,67.32,67.32
2025-08-02,Esportes,Bicicleta,4,179.87,719.48
2025-08-02,Esportes,Bicicleta,1,196.71,196.71
2025-08-03,Eletrônicos,Smartphone,5,678.23,3391.15
2025-08-03,Casa e Decoração,Luminária,2,263.14,526.28
2025-08-03,Alimentos,Café,2,712.97,1425.94
2025-08-03,Alimentos,Snack,3,218.28,654.84
2025-08-03,Esportes,Bicicleta,2,473.87,947.74
2025-08-04,Esportes,Halteres,5,191.75,958.75
2025-08-04,Alimentos,Café,3,569.36,1708.08
2025-08-04,Eletrônicos,Smart TV,2,471.93,943.86
2025-08-04,Alimentos,Snack,2,268.66,537.32
2025-08-04,Alimentos,Bebida,4,682.71,2730.84
2025-08-04,Casa e Decoração,Luminária,3,262.77,788.31
2025-08-05,Vestuário,Calça Jeans,5,259.76,1298.8
2025-08-05,Esportes,Bola,1,445.16,445.16
2025-08-05,Esportes,Tênis Esportivo,3,252.79,758.37
2025-08-05,Alimentos,Bebida,1,447.2,447.2
2025-08-05,Alimentos,Chocolate,2,496.97,993.94
2025-08-06,Esportes,Bola,5,564.13,2820.65
2025-08-06,Esportes,Tênis Esportivo,1,95.95,95.95
2025-08-06,Esportes,Bola,4,511.68,2046.72
2025-08-06,Eletrônicos,Fone de Ouvido,4,771.24,3084.96
2025-08-06,Alimentos,Bebida,3,743.49,2230.47
2025-08-06,Esportes,Bicicleta,1,87.45,87.45
2025-08-06,Alimentos,Café,2,384.63,769.26
2025-08-06,Esportes,Halteres,2,494.99,989.98
2025-08-07,Eletrônicos,Smart TV,3,490.3,1470.9
2025-08-07,Vestuário,Tênis,3,487.66,1462.98
2025-08-07,Esportes,Bola,4,360.46,1441.84
2025-08-08,Vestuário,Calça Jeans,1,39.95,39.95
2025-08-08,Esportes,Bola,2,176.62,353.24
2025-08-08,Vestuário,Tênis,2,678.16,1356.32
2025-08-08,Casa e Decoração,Luminária,4,411.3,1645.2
2025-08-08,Casa e Decoração,Tapete,4,268.55,1074.2
2025-08-08,Vestuário,Calça Jeans,1,695.15,695.15
2025-08-08,Casa e Decoração,Tapete,2,443.55,887.1
2025-08-09,Esportes,Bicicleta,3,141.91,425.73
2025-08-09,Eletrônicos,Smart TV,3,481.13,1443.39
2025-08-09,Casa e Decoração,Luminária,3,716.47,2149.41
2025-08-09,Casa e Decoração,Almofada,3,457.21,1371.63
2025-08-09,Alimentos,Snack,3,290.16,870.48
2025-08-09,Alimentos,Snack,3,495.14,1485.42
2025-08-10,Alimentos,Snack,4,157.81,631.24
2025-08-10,Esportes,Bola,5,663.35,3316.75
2025-08-10,Esportes,Bicicleta,5,438.78,2193.9
2025-08-11,Alimentos,Snack,3,554.19,1662.57
2025-08-11,Alimentos,Chocolate,5,392.85,1964.25
2025-08-11,Vestuário,Jaqueta,2,497.78,995.56
2025-08-11,Alimentos,Café,4,59.99,239.96
2025-08-12,Casa e Decoração,Almofada,5,390.13,1950.65
2025-08-13,Esportes,Halteres,1,527.0,527.0
2025-08-13,Alimentos,Snack,3,366.93,1100.79
2025-08-13,Alimentos,Chocolate,4,426.49,1705.96
2025-08-13,Vestuário,Camiseta,3,751.75,2255.25
2025-08-14,Esportes,Tênis Esportivo,4,252.96,1011.84
2025-08-14,Esportes,Bicicleta,2,412.99,825.98
2025-08-14,Esportes,Tênis Esportivo,5,770.41,3852.05
2025-08-14,Esportes,Halteres,1,95.22,95.22
2025-08-14,Eletrônicos,Smart TV,5,579.47,2897.35
2025-08-14,Vestuário,Jaqueta,3,33.61,100.83
2025-08-14,Eletrônicos,Fone de Ouvido,5,90.14,450.7
2025-08-14,Casa e Decoração,Tapete,4,625.3,2501.2
